"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CK3JT5Z6","bookSection","2001","Barth, Fredrik","Boundaries and Connections","Signifying Identities: Anthropological Perspectives on Boundaries and Contested Values","","","","","","2001","2011-05-01 23:04:36","2014-02-10 13:11:26","","17-36","","","","","","","","","","","Routledge","London","","","","","","","","","","","","Borderlands History, Bieber S09; ethnicity; hard copy; identity; theory","","Cohen, Anthony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK53G9C6","book","2002","Carr, Karen E.","Vandals to Visigoths: Rural Settlement Patterns in Early Medieval Spain","","","","","","","2002","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","University of Michigan Press","Ann Arbor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKHKTWTT","email","2012","Quinn, Elizabeth","Re: Chimney Rock Collections at the AHC","","","","","","","May 30, 2012","2012-05-31 16:58:30","2012-05-31 17:00:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKMSH6J4","journalArticle","2000","Foxhall, Lin","The Running Sands of Time: Archaeology and the Short-term","World Archaeology","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","484-498","","3","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMBE356X","webpage","","","AM335x Starter Kit - TMDSSK3358 - TI Tool Folder","","","","","http://www.ti.com/tool/tmdssk3358#0","","","2015-08-28 23:49:35","2015-08-28 23:49:35","2015-08-28 23:49:35","","","","","","","","","","","","","","","","","","","","","","","/home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/866XCPMP/tmdssk3358.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMFAUTAX","journalArticle","1997","Jeppson, Patrice L.","""Leveling the Playing Field"" in the Contested Territory of the South African Past: A ""Public"" versus a ""People's"" Form of Historical Archaeology Outreach","Historical Archaeology","","04409213","","http://www.jstor.org.libproxy.unm.edu/stable/25616549","In South Africa, the legacy of colonialism and apartheid includes a history of partisan concepts of ethnic and social identity. The long charged, sociopolitical context has also affected research questions, as well as public interpretations, about the past. Today, there are calls for a new past for the new South Africa. Historical archaeology can provide both a methodology and raw materials which South Africans can use to form their own interpretations of their past helping, in turn, to engender pride through a historical consciousness emancipated from colonial and apartheid ideology. This article presents an overview of this complex and changing research context and its implications for a historical archaeology study of South African frontier identity. Research and ""public"" archaeology efforts concerning material and mythical perspectives of ethnicity are discussed. Employed in a cross-context comparison with African-American research, this study highlights the need for decolonized historical archaeology outreach.","January 01, 1997","2011-01-24 15:14:29","2011-01-24 15:14:29","2011-01-24 15:14:29","65-82","","3","31","","","""Leveling the Playing Field"" in the Contested Territory of the South African Past","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: In the Realm of Politics: Prospects for Public Participation in African-American and Plantation Archaeology / Full publication date: 1997 / Copyright © 1997 Society for Historical Archaeology","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/25616549.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMGMR8NW","bookSection","2003","Mills, Barbara","Ceramics and Zuni Identity","Zuni Origins: Anthropological Approaches on Multiple Scales","","","","","","2003","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","University of Arizona Press","Tucson","","","","","","","","","","","","","","Gregory, David and David Wilcox","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CN3J8T5G","book","1983","Lancaster, James W","An Analysis of Manos and Metates from the Mimbres Valley, New Mexico","","","","","","","1983","2011-05-10 03:09:32","2011-05-10 03:27:42","","","112","","","","","","","","","","","","","","","","","libros.unm.edu Library Catalog","LD3782.A67 1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CN8JWI75","journalArticle","1990","Al-Khamis, Ulrike","The Iconography of Early Islamic Lusterware from Mesopotamia: New Considerations","Muqarnas","","07322992","10.2307/1523124","http://www.jstor.org.libproxy.unm.edu/stable/1523124","","January 01, 1990","2011-01-16 20:27:12","2011-01-16 20:27:12","2011-01-16 20:27:12","109-118","","","7","","","The Iconography of Early Islamic Lusterware from Mesopotamia","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Full publication date: 1990 / Copyright © 1990 BRILL","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/1523124.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNR2UCEH","journalArticle","","Potter, Parker B.","Review of","Reading Material Culture","","","","","","","2014-10-23 15:20:14","2014-10-23 15:20:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNZE9NX6","journalArticle","1978","Dunnell, Robert C.","Style and Function: A Fundamental Dichotomy","American Antiquity","","","","","","1978","2011-05-01 23:04:36","2011-05-01 23:04:36","","192-202","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPMH74MD","journalArticle","1996","Bower, John","Early Food Production in Africa","Evolutionary Anthropology","","","","","","1996","2011-05-01 23:04:36","2011-05-01 23:04:36","","130-139","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPS4NQJR","book","1991","Adams, E. C.","The Origin and Development of the Pueblo Katsina Cult","","","","","","recommended","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","University of Arizona Press","Tucson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ64ACXW","journalArticle","1991","Tabbaa, Yasser","The Transformation of Arabic Writing, Part I: Qur'anic Calligraphy","Ars Orientalis","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","119-148","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ9T446B","journalArticle","1999","Skramstad, Harold","An Agenda for American Museums in the Twenty-First Century","Daedalus","","00115266","","http://www.jstor.org.libproxy.unm.edu/stable/20027569","","July 01, 1999","2011-02-20 16:10:11","2011-02-20 16:10:11","2011-02-20 16:10:11","109-128","","3","128","","","","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: America's Museums / Full publication date: Summer, 1999 / Copyright © 1999 American Academy of Arts & Sciences","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/20027569.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQHPXQIM","journalArticle","1943","Bennett, John W.","Recent Developments in the Functional Interpretation of Archaeological Data","American Antiquity","","","","","","1943","2011-05-01 23:04:36","2011-05-01 23:04:36","","208-219","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQMI32JM","journalArticle","2008","Grave, Peter and Lisa Kealhofer and Ben Marsh and Marie-Henriette Gates","Using neutron activation analysis to identify scales of interaction at Kinet Hoyuk, Turkey","Journal of Archaeological Science","","","","","","2008","2011-05-01 23:04:36","2011-05-01 23:04:36","","1974-1992","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQU8SSZW","journalArticle","2006","Souza, Juan Carlos Puiz","Architectural Languages, Functions, and Spaces: The Crown of Castile and Al-Andalus","Medieval Encounters","","","","","","2006","2011-05-01 23:04:36","2011-05-01 23:04:36","","360-375","","3","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CR2RZI82","book","1999","English, Mark D. Meyerson and Edward D.","Christians, Muslims, and Jews in medieval and early modern Spain: interaction and cultural change","","","","","","","1999","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","University of Notre Dame Press","Notre Dame, Ind.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CR68ZFJ2","magazineArticle","1998","Chesworth, Jennifer","Woodsman Leave Those Woods Alone! The LIfe You Save May Be Your Own...","United Plant Savers Newsletter","","","","","","1998","2013-05-01 19:34:26","2013-05-01 19:36:33","","14-16","","Spring","","","","","","","","","","","","","","","","","","","","","","digitize? discussion of overharvesting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRNKVQ3K","bookSection","2005","Meskell, Lynn","Sites of Violence: Terrorism, Toursim and Heritage in the Archaeological Present","Embedding Ethics","","","","","","2005","2011-05-01 23:04:36","2011-05-01 23:04:36","","123-146","","","","","","","","","","","Berg","Oxford","","","","","","","","","","","","","","Meskell, Lynn and Peter Pels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSDSEMT6","bookSection","2003","Smith, Stuart Tyson","Pharaohs, Feasts and Foreigners: cooking, foodways and agency on ancient Egypt's southern frontier","The archaeology and politics of food and feasting in early states and empires","","","","","","2003","2011-05-01 23:04:36","2011-05-01 23:04:36","","39-65","","","","","","","","","","","Springer","New York","","","","","","","","","","","","","","Bray, Tamara L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
